timestamp,joint_name,effort
1746806463735147214,arm_1_link_joint,1.9609839733726222
1746806463735147214,arm_2_link_joint,1.2780234874404561
1746806463735147214,arm_3_link_joint,97.98877761484414
1746806463735147214,gripper_left_link_joint,0.16062459825974099
1746806463735147214,gripper_link_joint,0.0004856379882008545
1746806463735147214,gripper_right_link_joint,-0.16076857141096748
1746806463735147214,wheel_left_back_joint,-7.628672227130294
1746806463735147214,wheel_left_front_joint,1.2596571466908797e-15
1746806463735147214,wheel_right_back_joint,8.729667771853903
1746806463735147214,wheel_right_front_joint,17.479491156815286
1746806463758438418,arm_1_link_joint,1.960983968353138
1746806463758438418,arm_2_link_joint,1.278023484167394
1746806463758438418,arm_3_link_joint,97.9887776150914
1746806463758438418,gripper_left_link_joint,0.16062459784950336
1746806463758438418,gripper_link_joint,0.00048563798125090743
1746806463758438418,gripper_right_link_joint,-0.16076857100073544
1746806463758438418,wheel_left_back_joint,-7.628671958845272
1746806463758438418,wheel_left_front_joint,8.575730219705873e-16
1746806463758438418,wheel_right_back_joint,8.729667531579175
1746806463758438418,wheel_right_front_joint,17.4794911126856
1746806463809574448,arm_1_link_joint,1.9609839633721124
1746806463809574448,arm_2_link_joint,1.278023480918858
1746806463809574448,arm_3_link_joint,97.98877761532901
1746806463809574448,gripper_left_link_joint,0.16062459744118468
1746806463809574448,gripper_link_joint,0.00048563797428068404
1746806463809574448,gripper_right_link_joint,-0.1607685705924114
1746806463809574448,wheel_left_back_joint,-7.628671691176782
1746806463809574448,wheel_left_front_joint,2.942886366600818e-14
1746806463809574448,wheel_right_back_joint,8.729667292001345
1746806463809574448,wheel_right_front_joint,17.479491067179296
1746806463859521651,arm_1_link_joint,1.9609839583733581
1746806463859521651,arm_2_link_joint,1.2780234776590595
1746806463859521651,arm_3_link_joint,97.98877761556929
1746806463859521651,gripper_left_link_joint,0.1606245970320218
1746806463859521651,gripper_link_joint,0.00048563796733884273
1746806463859521651,gripper_right_link_joint,-0.1607685701832575
1746806463859521651,wheel_left_back_joint,-7.628671423585332
1746806463859521651,wheel_left_front_joint,2.911480076464254e-14
1746806463859521651,wheel_right_back_joint,8.729667052214912
1746806463859521651,wheel_right_front_joint,17.479491021862362
1746806463910206665,arm_1_link_joint,1.960983953345114
1746806463910206665,arm_2_link_joint,1.2780234743804606
1746806463910206665,arm_3_link_joint,97.98877761583591
1746806463910206665,gripper_left_link_joint,0.1606245966213306
1746806463910206665,gripper_link_joint,0.00048563796041209894
1746806463910206665,gripper_right_link_joint,-0.16076856977256135
1746806463910206665,wheel_left_back_joint,-7.628671155307597
1746806463910206665,wheel_left_front_joint,-8.82501080692482e-14
1746806463910206665,wheel_right_back_joint,8.729666814280666
1746806463910206665,wheel_right_front_joint,17.47949097566192
1746806463960408413,arm_1_link_joint,1.9609839483756413
1746806463960408413,arm_2_link_joint,1.2780234711393355
1746806463960408413,arm_3_link_joint,97.98877761605648
1746806463960408413,gripper_left_link_joint,0.16062459621366518
1746806463960408413,gripper_link_joint,0.0004856379534526179
1746806463960408413,gripper_right_link_joint,-0.1607685693648934
1746806463960408413,wheel_left_back_joint,-7.628670887198404
1746806463960408413,wheel_left_front_joint,2.958317710649578e-14
1746806463960408413,wheel_right_back_joint,8.729666573207108
1746806463960408413,wheel_right_front_joint,17.479490931884545
1746806464011190023,arm_1_link_joint,1.9609839433650937
1746806464011190023,arm_2_link_joint,1.2780234678719724
1746806464011190023,arm_3_link_joint,97.98877761631765
1746806464011190023,gripper_left_link_joint,0.160624595803865
1746806464011190023,gripper_link_joint,0.0004856379465025477
1746806464011190023,gripper_right_link_joint,-0.16076856895509647
1746806464011190023,wheel_left_back_joint,-7.628670620189346
1746806464011190023,wheel_left_front_joint,-2.801166724535435e-14
1746806464011190023,wheel_right_back_joint,8.729666334329304
1746806464011190023,wheel_right_front_joint,17.479490885204324
1746806464061282809,arm_1_link_joint,1.9609839383766094
1746806464061282809,arm_2_link_joint,1.278023464618741
1746806464061282809,arm_3_link_joint,97.98877761654384
1746806464061282809,gripper_left_link_joint,0.16062459539521165
1746806464061282809,gripper_link_joint,0.0004856379395599235
1746806464061282809,gripper_right_link_joint,-0.16076856854643792
1746806464061282809,wheel_left_back_joint,-7.628670352403764
1746806464061282809,wheel_left_front_joint,2.940043088894903e-14
1746806464061282809,wheel_right_back_joint,8.729666095115286
1746806464061282809,wheel_right_front_joint,17.479490839380748
1746806464112173483,arm_1_link_joint,1.9609839333673884
1746806464112173483,arm_2_link_joint,1.2780234613522232
1746806464112173483,arm_3_link_joint,97.9887776168027
1746806464112173483,gripper_left_link_joint,0.1606245949854807
1746806464112173483,gripper_link_joint,0.00048563793260754395
1746806464112173483,gripper_right_link_joint,-0.16076856813672072
1746806464112173483,wheel_left_back_joint,-7.628670083464515
1746806464112173483,wheel_left_front_joint,-4.586681983481142e-17
1746806464112173483,wheel_right_back_joint,8.729665856850467
1746806464112173483,wheel_right_front_joint,17.47949079396287
1746806464162203528,arm_1_link_joint,1.9609839283677037
1746806464162203528,arm_2_link_joint,1.2780234580918095
1746806464162203528,arm_3_link_joint,97.98877761704215
1746806464162203528,gripper_left_link_joint,0.1606245945762686
1746806464162203528,gripper_link_joint,0.00048563792565651707
1746806464162203528,gripper_right_link_joint,-0.16076856772749828
1746806464162203528,wheel_left_back_joint,-7.628669816510207
1746806464162203528,wheel_left_front_joint,-3.036800600945905e-14
1746806464162203528,wheel_right_back_joint,8.729665616472802
1746806464162203528,wheel_right_front_joint,17.47949074867644
1746806464213078575,arm_1_link_joint,1.9609839233672908
1746806464213078575,arm_2_link_joint,1.2780234548309228
1746806464213078575,arm_3_link_joint,97.98877761727653
1746806464213078575,gripper_left_link_joint,0.16062459416696365
1746806464213078575,gripper_link_joint,0.00048563791869942445
1746806464213078575,gripper_right_link_joint,-0.16076856731818798
1746806464213078575,wheel_left_back_joint,-7.628669547753225
1746806464213078575,wheel_left_front_joint,2.9967802048546944e-14
1746806464213078575,wheel_right_back_joint,8.729665376986041
1746806464213078575,wheel_right_front_joint,17.479490704093212
1746806464263076004,arm_1_link_joint,1.960983918368297
1746806464263076004,arm_2_link_joint,1.2780234515709457
1746806464263076004,arm_3_link_joint,97.98877761753906
1746806464263076004,gripper_left_link_joint,0.16062459375778626
1746806464263076004,gripper_link_joint,0.00048563791174674334
1746806464263076004,gripper_right_link_joint,-0.16076856690901378
1746806464263076004,wheel_left_back_joint,-7.628669280730584
1746806464263076004,wheel_left_front_joint,-5.851146726681654e-14
1746806464263076004,wheel_right_back_joint,8.72966513690286
1746806464263076004,wheel_right_front_joint,17.47949065871059
1746806464314199815,arm_1_link_joint,1.9609839133691218
1746806464314199815,arm_2_link_joint,1.2780234483108823
1746806464314199815,arm_3_link_joint,97.98877761777015
1746806464314199815,gripper_left_link_joint,0.16062459334857238
1746806464314199815,gripper_link_joint,0.0004856379048058473
1746806464314199815,gripper_right_link_joint,-0.1607685664998032
1746806464314199815,wheel_left_back_joint,-7.628669012233641
1746806464314199815,wheel_left_front_joint,6.72848339693036e-16
1746806464314199815,wheel_right_back_joint,8.729664898816118
1746806464314199815,wheel_right_front_joint,17.479490612472972
1746806464364107412,arm_1_link_joint,1.9609839083607215
1746806464364107412,arm_2_link_joint,1.2780234450449286
1746806464364107412,arm_3_link_joint,97.98877761801228
1746806464364107412,gripper_left_link_joint,0.16062459293892137
1746806464364107412,gripper_link_joint,0.0004856378978637744
1746806464364107412,gripper_right_link_joint,-0.1607685660901465
1746806464364107412,wheel_left_back_joint,-7.6286687448116695
